path,title,family,priority,primary_source_id,publish_state,gate
/approved-documents/approved-document-j-combustion-appliances/,Approved Document J: Combustion appliances and fuel storage systems,approved_document,medium,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-m-access/,Approved Document M: Access to and use of buildings,approved_document,medium,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-o-overheating/,Approved Document O: Overheating,approved_document,medium,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-q-security/,Approved Document Q: Security - dwellings,approved_document,low,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-r-physical-infrastructure/,Approved Document R: Physical infrastructure for high-speed electronic communications networks,approved_document,low,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-s-electric-vehicle-charging/,Approved Document S: Infrastructure for charging electric vehicles,approved_document,medium,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/approved-document-t-toilets/,Approved Document T: Toilet accommodation,approved_document,low,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/regulation-7-materials-workmanship/,Regulation 7: Materials and workmanship,approved_document,medium,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/heat-pump-building-regs-evidence-sheet/,Heat pump building regs evidence sheet,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/solar-panel-structure-electrical-checklist/,Solar panel structure and electrical checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/bathroom-building-regs-checklist/,Bathroom building regs checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/kitchen-building-regs-checklist/,Kitchen building regs checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/wales-scotland-source-checklist/,Wales/Scotland source checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/higher-risk-building-warning-sheet/,Higher-risk building warning sheet,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/building-regs-project-file-index/,Building regs project file index,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/approved-document-version-record/,Approved Document version record,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/before-you-start-building-regs-checklist/,Before-you-start building regs checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/downloads/completion-day-handover-checklist/,Completion day handover checklist,download,medium,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/d-toxic-substances/,Approved Document D: Toxic substances,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/e-sound/,Approved Document E: Resistance to sound,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/f-ventilation/,Approved Document F: Ventilation,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/g-sanitation-hot-water-water-efficiency/,"Approved Document G: Sanitation, hot water safety and water efficiency",approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/h-drainage-waste/,Approved Document H: Drainage and waste disposal,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/j-combustion-appliances/,Approved Document J: Combustion appliances and fuel storage,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/m-access/,Approved Document M: Access to and use of buildings,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/o-overheating/,Approved Document O: Overheating,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/p-electrical-safety/,Approved Document P: Electrical safety,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/q-security/,Approved Document Q: Security in dwellings,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/r-physical-infrastructure/,Approved Document R: Physical infrastructure for electronic communications,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/s-electric-vehicle-charging/,Approved Document S: Electric vehicle charging infrastructure,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/t-toilets/,Approved Document T: Toilet accommodation,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/approved-documents/7-materials-and-workmanship/,Approved Document 7: Materials and workmanship,approved_document_hub,high,govuk_approved_documents_collection,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/solar-panels-building-regulations/,Solar panels building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/rooflights-building-regulations/,Rooflights building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/roof-alterations-building-regulations/,Roof alterations building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/flat-alterations-building-regulations/,Flat alterations building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,project_deep_dive,high,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-single-storey-extension/,Do I need building regulations for Single-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-single-storey-extension/,Building notice or full plans for Single-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-single-storey-extension/,Building control inspections for Single-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-single-storey-extension/,Completion certificate for Single-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-single-storey-extension/,What documents do I need for Single-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-single-storey-extension/,Common building regulations mistakes with Single-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-two-storey-extension/,Do I need building regulations for Two-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-two-storey-extension/,Building notice or full plans for Two-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-two-storey-extension/,Building control inspections for Two-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-two-storey-extension/,Completion certificate for Two-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-two-storey-extension/,What documents do I need for Two-storey extension?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-two-storey-extension/,Common building regulations mistakes with Two-storey extension,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-loft-conversion/,Do I need building regulations for Loft conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-loft-conversion/,Building notice or full plans for Loft conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-loft-conversion/,Building control inspections for Loft conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-loft-conversion/,Completion certificate for Loft conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-loft-conversion/,What documents do I need for Loft conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-loft-conversion/,Common building regulations mistakes with Loft conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-garage-conversion/,Do I need building regulations for Garage conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-garage-conversion/,Building notice or full plans for Garage conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-garage-conversion/,Building control inspections for Garage conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-garage-conversion/,Completion certificate for Garage conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-garage-conversion/,What documents do I need for Garage conversion?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-garage-conversion/,Common building regulations mistakes with Garage conversion,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-removing-load-bearing-wall/,Do I need building regulations for Removing a load-bearing wall?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-removing-load-bearing-wall/,Building notice or full plans for Removing a load-bearing wall?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-removing-load-bearing-wall/,Building control inspections for Removing a load-bearing wall,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-removing-load-bearing-wall/,Completion certificate for Removing a load-bearing wall,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-removing-load-bearing-wall/,What documents do I need for Removing a load-bearing wall?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-removing-load-bearing-wall/,Common building regulations mistakes with Removing a load-bearing wall,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-chimney-breast-removal/,Do I need building regulations for Chimney breast removal?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-chimney-breast-removal/,Building notice or full plans for Chimney breast removal?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-chimney-breast-removal/,Building control inspections for Chimney breast removal,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-chimney-breast-removal/,Completion certificate for Chimney breast removal,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-chimney-breast-removal/,What documents do I need for Chimney breast removal?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-chimney-breast-removal/,Common building regulations mistakes with Chimney breast removal,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-bathroom/,Do I need building regulations for Bathroom?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-bathroom/,Building notice or full plans for Bathroom?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-bathroom/,Building control inspections for Bathroom,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-bathroom/,Completion certificate for Bathroom,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-bathroom/,What documents do I need for Bathroom?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-bathroom/,Common building regulations mistakes with Bathroom,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-kitchen/,Do I need building regulations for Kitchen?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-kitchen/,Building notice or full plans for Kitchen?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-kitchen/,Building control inspections for Kitchen,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-kitchen/,Completion certificate for Kitchen,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-kitchen/,What documents do I need for Kitchen?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-kitchen/,Common building regulations mistakes with Kitchen,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-replacement-windows-doors/,Do I need building regulations for Replacement windows and doors?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-replacement-windows-doors/,Building notice or full plans for Replacement windows and doors?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-control-inspections-for-replacement-windows-doors/,Building control inspections for Replacement windows and doors,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/completion-certificate-for-replacement-windows-doors/,Completion certificate for Replacement windows and doors,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/what-documents-do-i-need-for-replacement-windows-doors/,What documents do I need for Replacement windows and doors?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/common-building-regs-mistakes-replacement-windows-doors/,Common building regulations mistakes with Replacement windows and doors,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/do-i-need-building-regulations-for-boiler-heating/,Do I need building regulations for Boiler and heating?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
/questions/building-notice-or-full-plans-for-boiler-heating/,Building notice or full plans for Boiler and heating?,programmatic_question_page,,govuk_building_regs_approval,draft_or_noindex_until_complete,source-specific unique body content required before indexable publication
